headlines,word_count
tetesi soka ulaya ijumaa,4
taifa stars kazi,3
msiba sitta wagusa wabunge,4
ummylazima mashirika umma yajiunge nhif,5
agizo lukuvi utoaji leseni makazi lagonga mwamba,7
wapenzi mbaroni kuchukua mchanga ufukweni,5
viongozi ushirika mbaroni wizi mil,5
weupe lulu diva kibokoo acha wamkomalie,6
kenyatta hakuna atakayepona vita rushwa,5
manji asajili yanga kimyakimya,4
wateja vodacom kujishindia mil,4
‘kanuni asasi kuonesha vyanzo fedha tayari’,6
igp sirro afunguka mazito,4
udom yapungukiwa watumishi,3
mjerumani akutwa amekufa,3
bayport waongeza kuuza viwanja,4
mpishi makamu rais auawa nyuki,5
lugola hairuhusu ushoga,3
mzee jangala nilitaka mwanangu awe mwanajeshi,6
kamusoko msuva wakosa penalti,4
yanga bingwa,2
watoto sita wapelekwa israel kutibiwa moyo,6
wastaafu eac kuchagua nchi kulipwa mafao,6
wasanii waikataa cosota,3
daktari aeleza sababu wagonjwa ini kupewa arv,7
irene uwoya afanyiwa sherehe kupongezwa,5
diego costa malaika,3
jkci kuanza kupandikiza moyo wagonjwa,5
bosi takukuru ‘kuwasukuma’ kortini watuhumiwa rushwa,6
shein aipongeza un ‘kuipiga jeki’ zanzibar,6
sheria kusimamia uwekezaji,3
raila analenga ‘serikali nusu mkate,5
stars yarejea imeiva atamba nadir,5
wakuu eac kuijadili drc novemba,5
ariana grande awafariji watoto hospitali,5
petr cech atangaza kustaafu soka,5
waokolewa biashara haramu binadamu,4
tpdc wampa gesi dangote,4
mkuu idara upelelezi jinai marekani ajiuzulu,6
ammy ninje mkurugenzi mpya tff,5
teknolojia mpya kuokoa maisha watoto wanaozaliwa utumbo nje,8
kombe fa fainali mshikemshike,4
smz kuweka usawa mendeleo,4
tetesi soka ulaya jumanne,4
beyonce kuinunua houston rockets,4
bahati wangefyekelewa mbali,3
snura natarajia kutoa filamu mwakani,5
kiiza aibuka mchezaji bora septemba,5
watumishi hospitali waamuriwa kujichangisha kununua mashine ultrasound iliyoibiwa,8
wachimbaji wadogo wafukiwa kifusi geita,5
zoom yashtakiwa kanisa mafunzo bibilia kuvamiwa picha ngono,8
serikali tpsf kukabili changamoto uwekezaji,5
magufuli kuzindua jengo kisasa abiria,5
tccia limited yaongeza wajumbe bodi,5
ranieri mahrez sahau tuzo fanya kilichokuleta,6
stars kuivaa ethiopia robo fainali chalenji,6
serikali yapongeza kamati ujenzi stieglier,5
﻿faini sh mil uingizaji mifuko plastiki,6
gambo aonya wanaonyanyasa wanafunzi barabarani,5
dk shein ahimiza umakini mikataba madini,6
mtoto miaka miwili abeba mimba pacha,6
zari ajizawadia nyumba,3
ulimwengu ahusishwa kutua ufaransa,4
rufaa kugombea nyumba nzowa kova kusikilizwa,6
mwijage aanza kukagua viwanda visivyoendelezwa,5
mbaroni kukutwa mafuta binadamu,4
cheka amwendea matumla sauzi’,4
ugonjwa typhoid matibabu,3
ngome raila zatibuka,3
namheshimu askofu gwajima – mdee,5
kauli kwanza manara morrison kuburuza yanga tff,7
mayanja akiri ngoma nzito simba,5
sheikh katimba makonda achunguzwe,4
serikali kurekebisha sheria cosota,4
rc awataka viongozi watendaji wawajibike inavyopaswa,6
simba yaikwepa yanga sportpesa super cup,6
ukusanyaji mapato wapaa zanzibar,4
kata yaibua jambo ommy dimpozi zari diamond,7
kifo floyd dhana weusi marekani,5
minaj afanya maandalizi ndoa,4
mahakama yamuonya tundu lissu,4
charles atua jkt ruvu mkopo,5
rwanda kuandaa mkutano madola,4
msamaha kodi kampuni madini wafutwa,5
shilole awajibu wanaoiponda ndoa,4
latra waja muarobaini uchezeaji vidhibiti mwendo,6
mbarawa usambazaji maji kufikia,4
desturi kulala watoto inapaswa kuendelezwa,5
tambwe ampa raha pluijm,4
mfumuko bei taifa wabaki asilimia,5
dc ilala awaonya madiwani,4
benki yajivunia kufunga mwaka mafanikio,5
kamusoko ajib abdul wafunika dar,5
kitila awafunda wahandisi maji,4
chanjo nyoka yaishtua serikali,4
mvua zaacha balaa dar mikoani,5
pogba awaacha njiapanda mashabiki man united,6
ndiyo timu anayotarajia nyota huyu simba,6
treni umeme kuipa heshima,4
sarakasi sakata roma mkatoliki,4
naibu spika amjulia hali mbowe,5
ngo zinazotapeli kibaha kufutwa,4
wajibu waajiri kuwasilisha michango mifuko pensheni,6
tff yawafungia maisha viongozi saba,5
baraza kijeshi lawakamata maafisa zamani,5
wachangishana fedha kutoa wenzao gerezani,5
barnaba wasiotoa albamu hawajui soko lao,6
ripoti maalumu usalama barabarani uhaba magari wagonjwa hukwamisha uokozi majeruhi,10
jaji ramadhani balozi mahiga miamba iliyozaliwa mwaka yazikwa,8
masoud djuma aipa sharti yanga,5
pluijm agoma kutoa siri omog atamba kikosi imara,8
machafuko burundi yamliza kavumbagu,4
mwalimu mkuu atuhumiwa kumpa mimba mwanafunzi,6
walichopanda ndicho walichovuna vpl,4
gavana atuhumiwa ubakaji drc,4
nyota muziki malawi afariki dunia,5
wastara alamba dili nono,4
act kujadili kung’oka samson mwigamba,5
kesi bilionea msuya jamhuri yakata rufaa kupinga ushahidi njia mdomo,10
wavuvi ziwa victoria wawezeshwe zana kisasa,6
mtihani kwanza pau gasol nba,5
prezzo afuta ‘tattoo’ michelle,4
mianya rushwa ibanwe urasimishaji makazi,5
bilionea bill gates aimwagia mamilioni,5
dorefa yatoa ufafanuzi fedha ubingwa copa cocacola,7
rais magufuli akaribisha wawekezaji uae,5
wema kumiliki kutomiliki bastola siri,5
serikali yatangaza ajira walimu sayansi,5
wabunge tarura iongezewe fedha,4
samia ataka kigoma wasifiche wahamiaji,5
sarah harmonize ashindwa kupanda mlima abebwa mgongoni,7
guardiola apanga kuitibulia chelsea,4
rc amtumbua aliyedanganya mwenge,4
bandari bagamoyo moto bungeni,4
wanafunzi wajawazito kurudi shule pasua kichwa,6
wabunge wavuna medali saba afrika mashariki,6
mzee upako nimetikisa nchi,4
mwakyembe kujibu hoja wabunge,4
wasiounganisha nyumba umeme kuchukuliwa hatua,5
yanga ‘wahamia’ ligi kuu,4
stars gumzo bungeni,3
uchimbaji madini kinywe epanko wafikia hatua muhimu,7
wajawazito wafariki miaka mitatu tabora,5
mengi tumieni rasilimali mitaji,4
aprm yaipaisha kidemokrasia kiuchumi,4
chumvi lindi yatawala soko eac,5
wafanyabiashara wataka fcc idhibiti bidhaa,5
neema yazidi kumiminika simba yasaini mkataba mnono aone,8
samatta fiti kuwavaa msumbiji zamalek,5
wanajeshi wangara riadha arusha,4
marekani yamwekea vikwazo waziri mambo nje iran,7
mjadala tril wahitimishwa,3
albamu marehemu bowie yaongoza mauzo,5
magufuli ateua cag mpya,4
zao nazi lawekewe mkakati,4
waziri azitaka kampuni uwindaji zichangie,5
atcl hatuajiri warembo tunaajiri wazuri,5
simba jkt kuwasha moto,4
yanga yatuma salamu tunisia,4
manara atema nyongo asema hakuna mchawi simba haiwezi kushinda mechi zote,11
simba yaaga mashindano ligi mabingwa caf,6
lema apandishwa kizimbani singida asomewa mashtaka,6
mfumuko bei taifa wabaki asilimia,5
mauaji scholastica mahakama yatupa hoja upande utetezi,7
matola aomba sapoti mashabiki simba,5
mahabusu watolewa,2
waandishi mtanzania wachomoza tuzo ejat,5
mifupa binadamu yapatikana bwawani,4
wafanyabiashara mbaroni vilainishi,3
eu yaahidi kusaidia ukuzaji kilimo,5
wanafunzi duce kuzindua filamu maisha chuo,6
serikali yatoa wavamizi hifadhi mapori kuondoka,6
democrat wamtupia lawama trump kuchochea mauaji,6
liverpool manchester united kitanzini,4
khloe adai yupo ‘single’,4
udsm yabuni mashine kukaushia dagaa,5
burundi kujadili hatima wakimbizi,4
‘kisukari shinikizo damu chanzo kuugua macho’,6
bob junior aanzisha utoaji albamu,5
valentine’s day inavyoturudishia ray c wetu,6
kocha mpya simba achimba mkwara,5
mlemavu afungiwa miaka,3
pareso ‘akinukisha’ bungeni,3
uae yazindua kinu kwanza nyuklia,5
jennifer lopez avishwa pete uchumba,5
uchaguzi yanga julai,3
kenya uganda zakabiliwa tatizo kitaifa kusambaza umeme,7
urusi marekani imetangaza vita kibiashara,5
dar es salaam mwenyeji heart marathon aprili,7
pluijm natamani kikubwa ubingwa vpl,5
stars yachangiwa mil,3
benki kilimo yatoa bilvyama ushirika,5
ataka miradi serikali mitaa kutengewa fedha nyingi,7
nape aongoza waombolezaji kumuaga amina,5
nmb yazindua mikopo maalum hospitali maduka dawa,7
ligi arusha mjini kuanza kesho,5
yanga yamtupia virago kocha,4
nacte yavifutia usajili vyuo,4
vigogo halotel waendelea kusota rumande miezi mitatu,7
polisi yamsaka dereva aliyetelekeza puli ndoo bangi,7
miaka minne jpm yapaisha mapato sekta madini,7
jukwaa biashara mkoa mwanza mkoa wenye fursa lukuki uwekezaji,9
serikali yawatembelea watanzania wanaoshikiliwa malawi,5
takukuru yaokoa mil makusanyo,4
mr jela miaka mwakalebela apanda kortini,6
kessy adai hakustahili mchezaji bora,5
mfumo mpya kuwatambua wahalifu waja,5
hakimu atinga mahakamani rushwa,4
exim yaahidi kusaidia michezo zanzibar,5
smz msajili kushirikiana kuimarisha demokrasia,5
aveva awaomba wanachama kuiombea simba,5
vodacom kuvunja rekodi mauzo dse soko awali,7
malecela asimulia machungu aliyopitia,4
jpm atoa maagizo simbachawene bashe,5
bilionea lugumi kupimwa akili,4
stara arudisha majeshi bongo fleva,5
uchaguzi kenya kurudiwa,3
taasisi fedha zatakiwa kuchangamkia maziwa,5
kocha toto africans ataka kumi bora,6
serengeti boys yajikwaa,3
kamati mpya utendaji yanga yatangazwa,5
vyuo vyatakiwa kutengea fungu nono tehama,6
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
yanga mechi heshima leo,4
tff yampa onyo manara,4
mtikisiko acacia kigogo akamatwa,4
nyalandu akamatwa singida,3
vyanzo upotoshaji lugha uandishi,4
halotel kuwezesha malipo visa,4
tshishimbi nahodha mpya yanga,4
majaliwa acharukia madiwani,3
airtel yakabidhi gari mchuuzi mboga,5
lanie filamu zina mbaya,4
bwana harusi aliyekimbiwa adai mahari,5
naomi campbell aacha gumzo kenya,5
simba yanga vita kagera,4
azam mguu sawa caf,4
mashauri migogoro ndoa yaongezeka,4
pochettino mke wangu anamchukia kane,5
graca machel akemea ndoa utotoni,5
wanaotaka kufundisha kiswahili nje fursa hiyoo,6
shein watakaoshindwa kutekeleza ilani hatutowapitisha uchaguzi ujao,7
amuua mpini jembe,3
ntimizi amwaga vifaa michezo milioni,5
kampuni zisizonunua korosho kufutiwa leseni,5
pogba agoma kuongea waandishi,4
jafo ataka tarura iongezewe fedha ujenzi barabara,7
‘viongozi dini himizeni jamii chanjo saratani’,6
magufuli aonya kiongozi wababe,4
ali kiba kuidondosha seduce me arusha,6
hans poppe amchimba mkwara ajib,5
haki ikiongezeka itapanda uchumi,4
rajoelina awaponda wanaodhalilisha wanasayansi kiafrika,5
simba kucheza sevilla dar,4
mchujo simba b kufanyika kesho,5
cardi b bado yupo matatani,5
mtibwa sugar njiapanda,3
mudavadi ajitwisha jukumu kinara upinzani,5
seduce me yawakosha fiesta mwanza,5
simba yaifuata ndanda kibabe,4
sakata mchanga madini ngoma bado mbichi,6
askofu mokiwa aanzisha kanisa nyumbani kwake,6
soko madini lazinduliwa same,4
mbao haina pa kutokea yanga,5
ligi uingereza mpaka april,4
uvccm watoa vifaa hospitali m’nyamala,5
familia tatu zavunjiwa nyumba zalala nje,6
tra yawataka wazalishaji kutumia stempu kodi kieletroniki,7
abel blessings aachia ‘working on me’,6
daktari pempasi nepi inaweza kumsababishia mtoto kuugua figo,8
iran yazigombanisha morocco algeria,4
uwepo kaya hewa tasaf hujuma taifa,6
ukarabati reli vichwa treni wapamba moto,6
julio aitabiria mazuri mwadui kombe fa,6
simba kuliamsha ndanda leo,4
tevez anashindwa kulinda thamani china,5
tanesco yajipanga kuelekea uchumi viwanda,5
smz kuteketeza misumeno moto,4
wanasayansi wazalisha mayai binadamu,4
katibu mkuu afunga programu soka wanawake,6
tembo mtoto atibiwa hospitali,4
mchungaji atuhumiwa kumbaka mwanawe walimu wawili kumpa mimba mwanafunzi,9
dc ampa miezi miwili mkandarasi kukamilisha ujenzi kituo,8
askari walioruhusu bangi simu gerezani kushitakiwa kijeshi,7
matajiri wanane wamiliki uchumi dunia,5
kisa yanga juuko akumbukwa simba,5
tetesi soka ulaya jumanne,4
barr kuwasilisha ripoti mueller,4
uchukuzi cda kushuka dimbani leo,5
ali kiba ‘collabo’ zitatuvusha kimataifa,5
malaysia yamwacha huru mshukiwa mauaji,5
tulia trust yapongezwa kufadhili mafunzo sanaa,6
kagere ampa mzuka rayvanny,4
wasanii wawataka wazanzibari watulie,4
cd dvd bandia zakamatwa dar,5
jafo aagiza uundaji timu kuchunguza mabosi wakware,7
‘marc kiongozi toeni taarifa upungufu chakula’,6
wanafunzi filbert bayi mabingwa umisseta,5
serikali haitambui uchaguzi yanga,4
tasaf yatimiza malengo kuboresha maisha,5
simba yazindukia mafunzo,3
yanga gor mahia kufa mtu,5
trump ‘kumteua’ mshirika putin mambo nje,6
maonesho viwanda pwani kukuza pato serikali,6
kikongwe miaka ajinyonga,3
christian bella vijana mtaani walinifundisha kiswahili,6
polisi nchi ipo salama,4
benki yatoa saruji mifuko ujenzi madarasa vyoo,7
tbl yalipa kodi bil,4
tra yawapiga msasa madalali bima,5
fastjet entebbe kuanzia wiki ijayo,5
kilimanjaro queens moto cecafa,4
mke chameleon adai talaka mahakamani,5
mkemia mkuu kupima gongo iliyoua,5
man fongo uhuni unaichelewesha singeli,5
waganga wakuu watakiwa kutoa elimu corona,6
yanga ngassa heri,3
washinda fedha,2
vyeti feki vyaitesa sekta afya,5
dart yaongeza mabasi mwendokasi barabarani,5
tutaifunga simba kaitaba yatamba kagera sugar,6
drake awakutanisha lil wayne birdman,5
manyara yaongoza ukeketaji,3
msd yaagizwa ijiendeshe kibiashara,4
yanga yanasa wawili,3
wataka sera zitafsiriwe kuwapa nguvu wanawake,6
utafiti acheni nyama kuepuka vifo mapema,6
chama soka arumeru chapata viongozi,5
homa mapafu ugonjwa hatari unaochangia vifo vingi nchini,8
rais chad awasili sudan ziara,5
wastara hakuna kazi rahisi duniani,5
kutengeneza achari embe,3
uwezo madaktari wazalendo kutibu uziwi wafikia,6
wafanyabiashara wapatiwa elimu kodi ilala,5
kigogo maji misungwi asimamishwa kazi,5
yanga haitaki mazoea fa,4
tetesi soka ulaya jumanne,4
wapentekoste wajipanga kumaliza ajali,4
mahakama kisutu yatoa amri wema akamatwe,6
tanzanite yaipatia manyara kodi huduma mil,6
zahera lwandamina watunishiana misuli,4
magufuli akataa pendelezo kufuta ekari,5
kampuni ujenzi zafutiwa usajili,4
laac yatimua viongozi halmashauri kikaoni,5
arsenal wadhibitisha kuachana danny welbeck wapo saba,7
mtibwa kimataifa,2
yanga yampeleka kotei tff,4
dar kijani yawasomba diwani katibu mnyika,6
shilole kufunga ndoa oktoba,4
kenya kuuza maparachichi afrika kusini,5
operesheni makonda dawa kulevya kaa moto,6
manji atafuta dhamana mahakama kuu,5
simba yainyoosha mtibwa,3
rc mbeya ataka wafanyabiashara walipe kodi,6
kiongozi wawili hatarini kufikishwa mahakamani,5
salma hayek asaidia wahanga tetemeko mexico,6
bill gates kumwaga mabilioni nchini,5
wataalamu wakutana kujadili kukauka vyanzo maji,6
stars yaiwinda misri,3
serikali kuendelea kurahisisha biashara mipakani,5
washukuru kurahisishiwa mawasiliano,3
wizara yataja kinondoni kinara ukatili kijinsia,6
samia adai watanzania wachache wanapata elimu,6
trump kumsaidia elsisi,3
wakurugenzi mameneja atcl wapanguliwa,4
mabalozi kuhudhuria sherehe mapinduzi,4
japani yatoa misaada yenye thamani sh milioni,7
mbaroni mauaji watoto,3
wanafunzi dar wapewa taulo kike,5
mwanasheria mkuu marekani matatani,4
victoria sina mpango wanaume kenya,5
kauli jpm bado yazunguka kichwani makonda,6
mchezaji zamani coastal kumrithi mayanja,5
deni taifa lafikia sh trilioni,5
kiwango stars chakera watanzania,4
eto’o amtabiria makubwa eden hazard,5
shahidi kesi malinzi adai fedha udhamini zilitumika nyaraka uthibitisho,9
ronaldo griezmann hanipendi kidogo,4
mwenyekiti mbaroni kutafuna mil,4
akiri kutorosha kichanga hospitali aachiwa,5
nameless nilikaribia kupoteza maisha,4
cuf ubungo watangaza jino jino kubenea,6
jokate wasanii wampa pole meneja diamond aliyepata virusi corona,9
kylie jenner ajifundisha upishi,4
idara maji mbeya yapewa onyo,5
uvccm lowassa anajitisha kivuli chake,5
un yakutana wazee kutokomeza mimba ukatili,6
yatakiwa kujitoa mahakama kibeberu,4
baba levo afunguka kinachovuta wasanii siasa,6
bashe wakulima jiungeni bima afya,5
mama diamond baba diamond ‘halisi’ kumenoga,6
hali tete ajali morogoro,4
tusiime yaongoza ufaulu saba dar,5
wachimbaji dhahabu wapata soko biharamulo,5
nyota azam kupimwa kesho tanga,5
wanawake mombasa watishia kutembea uchi,5
makongoro ataka mshikamano ccm pemba,5
mkude kotei majaribuni simba,4
waziri ataka wanawake kuacha kudai talaka,6
kupona shwahiba ronaldo akutwa corona nne,6
benki im yatia fora sabasaba,5
watumishi kigoma marufuku kuanzisha ngos,5
kiba afurahia coke studio,4
yanga yasaka makali zanzibar,4
un yazindua mpango mpya kudhibiti ugaidi,6
kamishna magereza maagizo rais yanashughulikiwa,5
nmb yatoa misaada sh milioni,5
wakulima kuwezeshwa ukulima bora,4
mkutano wabunifu wazalishaji waja,4
simba yajibu mapigo yatinga nusu fainali,6
daktari azam amfuata morris misri,5
uchaguzi mkuu kenya wagombea urais wajipambanua,6
murray arejea kocha zamani,4
mwingereza kocha mpya simba,4
agathon rwasa atengwa siasa,4
yanga yaikimbia simba,3
zahera atamba yanga itaimaliza pyramids leo kirumba,7
mahakama mafisadi moto kuotea mbali,5
tff yazikubalia simba yanga,4
sadc yasifu uongozi bora magufuli,5
skauti kujenga kambi kimataifa dodoma,5
sakata vyeti feki lachukua sura mpya,6
ukawa kutoa msimamo kuhusu uchaguzi leo,6
musonye amtakia magufuli heri kuwania urais,6
waziri kanyasu ataka wananchi wafuate sheria,6
rc shigela aipongeza tra kuendesha kampeni elimu mlipakodi,8
nasa serikali imkabili raila badala ‘vidagaa’,6
naibu meya atoa tano kufanyika uchaguzi,6
kenya kinara ulimbikizaji madeni,4
magazeti kusajiliwa usajili upya,4
chalamila abomoa banio lililojengwa mto mbarali,6
simba yaipumulia azam,3
yanga yamsimaisha kazi meneja,4
maalim seif kumtembelea lema gerezani,5
tafakarini wingi vifo wanawake watotomahenge,5
kafulila ataka idadi wazabuni mikataba,5
mahakama yamwachia huru askofu gwajima,5
shilole awataja diamond zali kesi,5
bobi wine aanza kampeni kumng’oa museveni,6
tpa kupiga mnada tani mahindi ngano,6
pacha walioungana kurejea nchini agosti,5
wasanii wachanga nje tamasha pasaka,5
un yapiga kura kupunguza wanajeshi somalia,6
ashindwa kuripoti timu riadha vijana u,6
simba yanga zamnyima amani pluijm,5
gereji dar zafurika magari ‘mikweche’,5
serikali yambariki samatta,3
solskjaer yuko salama man united,5
wasomi wanasiasa wampongeza jpm,4
mtibwa sugar yamkataa mbelgiji,4
simba yabanwa mtwara,3
alicia christopher jarecki waachana,4
laporta messi hatendewi haki barcelona,5
yanga yajiweka mtegoni,3
mbao yatia doa ubingwa yanga,5
bocco ajitwisha zigo lawama,4
amber rose wiz khalifa waimarisha penzi lao,7
bot yaanika kampuni mikopo inayotapeli mitandaoni,6
marekani kuzidi kuzibana nchi zinazonunua mafuta iran,7
percent kwanini nirekodie afrika kusini,5
lita mkojo sungura tabora,4
usikubali kudanganyika kirahisi –,4
china yajivua kuhusika kuzalisha covid,5
prof tibaijuka nilitolewa mbuzi kafara escrow,6
naibu waziri chips zitamaliza nguvu kiume,6
lissu nilinusurika risasi fuvu kichwa,5
halopesa kugawa bilioni wateja,4
huduma zaingiza tril vodacom,4
tetesi soka ulaya jumamosi,4
kwaheri akwilina,2
saudia yakana kumdhuru khashoggi,4
kigwangalla amtumbua bosi kikosi ujangili,5
uuzaji kahawa nje washuka tani,5
wakazi iringa wanyakua bodaboda vodacom,5
dk kalemani hatutawafumbia macho watakaokwamisha ujenzi bomba mafuta,8
lady jaydee asema hawezi kurudisha penzi lake gadner,8
dawa vvu kutolewa sindano,4
trump adaiwa kufichua siri kijasusi urusi,6
upinzani kuwasilisha bajeti kurasa,4
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
kavumbagu ajiweka rasmi sokoni,4
mchumba khashoggi akataa mwaliko rais trump,6
corona yaathiri sekta uwindaji nchini,5
lupita rihanna filamu,3
ray asema tangu kanumba afariki anafanya ilimradi hakuna ushindani tasnia,10
masoko madini yapaisha mapato mkoa geit,6
jitihada rais zaongeza ari kulipa kodi mkoani tanga,8
vigogo watatu jiji mbeya kortini,5
‘scorpion’ aanza kujitetea mahakamani,4
tpa mfumo kidijitali kuongeza ufanisi bandari dar,7
rc ataka ubia kuzalisha mitamba,5
yanga yaachana zuttah,3
asilimia watoto hawanywi maziwa,4
wahitimu vyuo vikuu kuwezeshwa,4
shetta atumia ndege boti video mpya,6
profesa jay diamond kiba wanaua bongo fleva,7
mashindano afya yazaa matunda,4
vijana wafufua suala mgombea binafsi,5
wachezaji uchukuzi sc waibiwa gesti,5
maalim seif hakuna kunitoa cuf,5
dc bunda vyama siasa chagueni viongozi bora kura maoni,9
polisi yawachukulia hatua komedi kuvaa sare zao,7
putin aunga mkono mapambano ugaidi afrika,6
